CompanyName,JobTitle,DatePosted,JobCategory
Link Datacenter,Technical Lead (Full-Stack\.Net Core & Angluar),2023-10-19,IT/Software Development
Link Datacenter,Technical Lead (Full-Stack\.Net Core & Angluar),2023-10-19,Operations/Management
Link Datacenter,Technical Lead (Full-Stack\.Net Core & Angluar),2023-10-19,Engineering - Telecom/Technology
GET Group- Egypt,Senior .NET Developer,2023-10-19,IT/Software Development
GET Group- Egypt,Senior .NET Developer,2023-10-19,Engineering - Telecom/Technology
Link Datacenter,Senior Full Stack Developer (.Net & Angular 14+),2023-10-19,Creative/Design/Art
Link Datacenter,Senior Full Stack Developer (.Net & Angular 14+),2023-10-19,IT/Software Development
Link Datacenter,Senior Full Stack Developer (.Net & Angular 14+),2023-10-19,Engineering - Telecom/Technology
Al Ahly Momkn for e-payment,Presales Engineer,2023-10-19,IT/Software Development
Charisma Design,Software Tester,2023-10-19,IT/Software Development
Premier Services and Recruitment,Senior Odoo Implementer,2023-10-19,IT/Software Development
Premier Services and Recruitment,Senior Odoo Implementer,2023-10-19,Engineering - Telecom/Technology
LABS,SAP HCM Support Consultant,2023-10-19,IT/Software Development
Giza Arabia Systems,Specialist BI Developer - Team Lead,2023-10-19,Business Development
Giza Arabia Systems,Specialist BI Developer - Team Lead,2023-10-19,IT/Software Development
Giza Arabia Systems,Specialist BI Developer - Team Lead,2023-10-19,Sales/Retail
DXC.technology,Business Analyst,2023-10-19,IT/Software Development
DXC.technology,Business Analyst,2023-10-19,Analyst/Research
DXC.technology,Business Analyst,2023-10-19,Engineering - Telecom/Technology
Giza Arabia Systems,Senior Systems Engineer,2023-10-19,IT/Software Development
Giza Arabia Systems,Senior Systems Engineer,2023-10-19,Engineering - Telecom/Technology
Giza Arabia Systems,Senior Systems Engineer,2023-10-19,Engineering - Mechanical/Electrical
Decorative Glass And Arab Union Glass Group,Group ICT Business Applications Section Head,2023-10-19,IT/Software Development
IST Networks,Senior Solution Architect - Billing,2023-10-19,IT/Software Development
IST Networks,Senior Solution Architect - Billing,2023-10-19,Engineering - Telecom/Technology
IST Networks,Senior Solution Architect - Billing,2023-10-19,Engineering - Other
IST Networks,E2E Solution Architect,2023-10-19,IT/Software Development
IST Networks,E2E Solution Architect,2023-10-19,Engineering - Telecom/Technology
IST Networks,E2E Solution Architect,2023-10-19,Engineering - Other
Anzma tech,"Light Current Systems, Site Engineer",2023-10-19,Engineering - Other
IST Networks,Sr. Solution Architect - Business CRM,2023-10-19,IT/Software Development
IST Networks,Sr. Solution Architect - Business CRM,2023-10-19,Engineering - Telecom/Technology
IST Networks,Sr. Solution Architect - Business CRM,2023-10-19,Engineering - Other
IST Networks,Solution Architect - AI,2023-10-19,IT/Software Development
IST Networks,Solution Architect - AI,2023-10-19,Engineering - Telecom/Technology
IST Networks,Solution Architect - AI,2023-10-19,Engineering - Other
IST Networks,Senior Developer - Full Stack,2023-10-19,IT/Software Development
IST Networks,Senior Developer - Full Stack,2023-10-19,Engineering - Telecom/Technology
IST Networks,Senior Developer - Full Stack,2023-10-19,Engineering - Other
Superior Business Solutions,Odoo Functional Consultant,2023-10-19,IT/Software Development
Horizon Agency,Software Tester,2023-10-19,IT/Software Development
DX Republic,Business Analyst,2023-10-19,Analyst/Research
Horizon Agency,WordPress Developer,2023-10-31,IT/Software Development
Horizon Agency,WordPress Developer,2023-10-31,Engineering - Telecom/Technology
As-Salam International Hospital,Senior Hardware support,2023-10-19,IT/Software Development
As-Salam International Hospital,Senior Hardware support,2023-10-19,Engineering - Telecom/Technology
Dynamicslink,Senior Full Stack Developer (.Net Core - MVC),2023-10-19,IT/Software Development
Centione,Odoo Developer Team Leader,2023-10-19,IT/Software Development
Finiex Soft ,Software Tester - Alexandria,2023-10-19,IT/Software Development
Algoriza,Senior React Native Developer,2023-10-19,IT/Software Development
Algoriza,Senior React Native Developer,2023-10-19,Engineering - Telecom/Technology
ITS ,Database Administrator,2023-10-19,IT/Software Development
ITS ,Database Administrator,2023-10-19,Engineering - Telecom/Technology
Dorra Group,Apex Developer,2023-10-19,IT/Software Development
Dorra Group,Apex Developer,2023-10-19,Engineering - Telecom/Technology
Outservingplus,Senior QA testing / Software Company,2023-10-19,IT/Software Development
Outservingplus,UX Designer,2023-10-19,IT/Software Development
Nahdet Misr Publishing Group,Technical Writer,2023-10-19,Writing/Editorial
Nahdet Misr Publishing Group,Technical Writer,2023-10-19,IT/Software Development
Jumia,Engineering Manager,2023-10-18,IT/Software Development
Jumia,Engineering Manager,2023-10-18,Engineering - Telecom/Technology
Jumia,Java Software Engineer,2023-10-18,IT/Software Development
Jumia,Java Software Engineer,2023-10-18,Engineering - Telecom/Technology
Jumia,Senior Golang Software Engineer,2023-10-18,IT/Software Development
Jumia,Senior Golang Software Engineer,2023-10-18,Engineering - Telecom/Technology
"White House Nannies, Inc.",Ideal Hours for Nanny Job w/ 1 Baby,2023-10-18,IT/Software Development
"White House Nannies, Inc.",Ideal Hours for Nanny Job w/ 1 Baby,2023-10-18,Sales/Retail
"White House Nannies, Inc.",Ideal Hours for Nanny Job w/ 1 Baby,2023-10-18,Engineering - Telecom/Technology
DXC.technology,Project Manager,2023-10-18,Engineering - Construction/Civil/Architecture
DXC.technology,Project Manager,2023-10-18,IT/Software Development
DXC.technology,Project Manager,2023-10-18,Project/Program Management
Giza Arabia Systems,Security Infrastructure Engineer,2023-10-18,Installation/Maintenance/Repair
Giza Arabia Systems,Security Infrastructure Engineer,2023-10-18,IT/Software Development
Giza Arabia Systems,Security Infrastructure Engineer,2023-10-18,Engineering - Telecom/Technology
Perfect Presentation,Junior IOS Developer,2023-10-18,IT/Software Development
Perfect Presentation,Junior Andriod Developer,2023-10-18,IT/Software Development
Perfect Presentation,Senior Android Developer,2023-10-18,IT/Software Development
Qsource,Technical Support,2023-10-18,IT/Software Development
Mubasher,Inside Sales Representatives & Team Leader,2023-10-18,Sales/Retail
Azdan Business Analytics,Oracle EPM Senior Consultant-Planning,2023-10-18,Accounting/Finance
Azdan Business Analytics,Oracle EPM Senior Consultant-Planning,2023-10-18,IT/Software Development
Al Ahly capital holding - Al Ahly Tamkeen,Senior Oracle Apps Functional Consultant,2023-10-18,IT/Software Development
Giza Arabia Systems,Cybersecurity Operations Engineer,2023-10-18,IT/Software Development
Giza Arabia Systems,Cybersecurity Operations Engineer,2023-10-18,Operations/Management
Giza Arabia Systems,Cybersecurity Operations Engineer,2023-10-18,Engineering - Telecom/Technology
"Halliburton Energy Services, Inc.",Service Operator I-Testing Tools,2023-10-18,IT/Software Development
"Halliburton Energy Services, Inc.",Service Operator I-Testing Tools,2023-10-18,Quality
"Halliburton Energy Services, Inc.",Service Operator I-Testing Tools,2023-10-18,Engineering - Telecom/Technology
MICA,Java Instructor,2023-10-18,IT/Software Development
MICA,Java Instructor,2023-10-18,Engineering - Telecom/Technology
MICA,Java Instructor,2023-10-18,Training/Instructor
Kode Clubs - Hassan Allam Sports Clubs,Maintenance Coordinator (Facilities Coordinator),2023-10-18,Administration
Kode Clubs - Hassan Allam Sports Clubs,Maintenance Coordinator (Facilities Coordinator),2023-10-18,Installation/Maintenance/Repair
Kode Clubs - Hassan Allam Sports Clubs,Maintenance Coordinator (Facilities Coordinator),2023-10-18,Operations/Management
HITS Solutions,Software Developer,2023-10-18,IT/Software Development
HITS Solutions,Software Developer,2023-10-18,Engineering - Telecom/Technology
9H Capital ,Technical Traffic Manager/Projects Lead,2023-10-18,IT/Software Development
9H Capital ,Technical Traffic Manager/Projects Lead,2023-10-18,Project/Program Management
9H Capital ,Technical Traffic Manager/Projects Lead,2023-10-18,Engineering - Telecom/Technology
9H Capital ,Brand Graphic Designer,2023-10-18,Creative/Design/Art
9H Capital ,Brand Graphic Designer,2023-10-18,IT/Software Development
9H Capital ,Brand Graphic Designer,2023-10-18,Marketing/PR/Advertising
Azdan Business Analytics,Oracle Senior EPM Consultant (Consolidation),2023-10-18,Accounting/Finance
Azdan Business Analytics,Oracle Senior EPM Consultant (Consolidation),2023-10-18,IT/Software Development
Alouf Travel,IT Specialist,2023-10-18,IT/Software Development
InnovaDigits,Senior Python Developer (Django),2023-10-18,Business Development
InnovaDigits,Senior Python Developer (Django),2023-10-18,IT/Software Development
InnovaDigits,Senior Python Developer (Django),2023-10-18,Engineering - Telecom/Technology
Rawaj-HCM,Oracle Financial Support Consultant - Telecommunications Industry,2023-10-18,Accounting/Finance
InnovaDigits,Senior Front End Developer (React.js),2023-10-18,Business Development
InnovaDigits,Senior Front End Developer (React.js),2023-10-18,IT/Software Development
InnovaDigits,Senior Front End Developer (React.js),2023-10-18,Engineering - Telecom/Technology
DIRAC SYSTEMS,Software Tele-sales,2023-10-18,Customer Service/Support
DIRAC SYSTEMS,Software Tele-sales,2023-10-18,IT/Software Development
DIRAC SYSTEMS,Software sales Specialist,2023-10-18,Business Development
DIRAC SYSTEMS,Software sales Specialist,2023-10-18,IT/Software Development
3S Software,Full Stack Developer Team Lead,2023-10-18,IT/Software Development
3S Software,Full Stack Developer Team Lead,2023-10-18,Operations/Management
3S Software,Full Stack Developer Team Lead,2023-10-18,Engineering - Telecom/Technology
Ahmed El-Sallab,IT Help Desk,2023-10-18,Installation/Maintenance/Repair
Ahmed El-Sallab,IT Help Desk,2023-10-18,IT/Software Development
Ahmed El-Sallab,IT Help Desk,2023-10-18,Engineering - Telecom/Technology
Nahdetmisr For Environmental services,DotNet Developer,2023-10-18,IT/Software Development
shaheen communication data systems ,Programmer & Back-office support,2023-10-18,Project/Program Management
Global Brands,Junior React Developer,2023-10-18,IT/Software Development
SYSTRA,IT Help Desk,2023-10-18,IT/Software Development
IBM WTC Egypt,Package Consultant - German Speaking,2023-10-17,IT/Software Development
IBM WTC Egypt,Package Consultant - German Speaking,2023-10-17,Sales/Retail
IBM WTC Egypt,Package Consultant - German Speaking,2023-10-17,Engineering - Telecom/Technology
DXC.technology,Data Engineer,2023-10-17,IT/Software Development
DXC.technology,Data Engineer,2023-10-17,Analyst/Research
DXC.technology,Data Engineer,2023-10-17,Engineering - Telecom/Technology
Antal International - Egypt,ITSM Senior Analyst - Service Now Developer,2023-10-17,IT/Software Development
Antal International - Egypt,ITSM Senior Analyst - Service Now Developer,2023-10-17,Analyst/Research
Antal International - Egypt,ITSM Senior Analyst - Service Now Developer,2023-10-17,Engineering - Telecom/Technology
Amazon MENA,"Vendor Consultant - Italian, AVS-NOP",2023-10-17,IT/Software Development
Amazon MENA,"Vendor Consultant - Italian, AVS-NOP",2023-10-17,Engineering - Telecom/Technology
Amazon MENA,"Vendor Consultant - Italian, AVS-NOP",2023-10-17,Engineering - Mechanical/Electrical
Enwan Developments,Technical Engineer,2023-10-17,Engineering - Construction/Civil/Architecture
Dafa,"Back end Developer Node Js, PHP",2023-10-17,IT/Software Development
Mazar construction ,IT Assistant,2023-10-17,Installation/Maintenance/Repair
Mazar construction ,IT Assistant,2023-10-17,IT/Software Development
Viavi Solutions,Senior Technical Support Engineer,2023-10-17,IT/Software Development
Viavi Solutions,Senior Technical Support Engineer,2023-10-17,Engineering - Telecom/Technology
TRIMETIS,Senior Full Stack Developer Angular and Java,2023-11-01,IT/Software Development
TRIMETIS,Senior Full Stack Developer Angular and Java,2023-11-01,Engineering - Telecom/Technology
GET Group- Egypt,Team Lead .Net Developer,2023-10-17,IT/Software Development
GET Group- Egypt,Team Lead .Net Developer,2023-10-17,Engineering - Telecom/Technology
Antal International - Egypt,SAP Fiori Developer Analyst,2023-10-17,IT/Software Development
Antal International - Egypt,SAP Fiori Developer Analyst,2023-10-17,Analyst/Research
Antal International - Egypt,SAP Fiori Developer Analyst,2023-10-17,Engineering - Telecom/Technology
Antal International - Egypt,SAP ABAP Analyst,2023-10-17,Accounting/Finance
Antal International - Egypt,SAP ABAP Analyst,2023-10-17,IT/Software Development
Antal International - Egypt,SAP ABAP Analyst,2023-10-17,Engineering - Telecom/Technology
Exacall,Senior Frontend (React & Vue Js),2023-10-17,Creative/Design/Art
Exacall,Senior Frontend (React & Vue Js),2023-10-17,IT/Software Development
Exacall,Senior Frontend (React & Vue Js),2023-10-17,Engineering - Telecom/Technology
Exacall,"Senior Backend Developer (Node, Nest.js)",2023-10-17,Business Development
Exacall,"Senior Backend Developer (Node, Nest.js)",2023-10-17,IT/Software Development
Exacall,"Senior Backend Developer (Node, Nest.js)",2023-10-17,Engineering - Telecom/Technology
"Honeywell International, Inc.",Certification Engr II,2023-10-17,IT/Software Development
"Honeywell International, Inc.",Certification Engr II,2023-10-17,Project/Program Management
"Honeywell International, Inc.",Certification Engr II,2023-10-17,Engineering - Telecom/Technology
Pure Group ,Senior React Developer,2023-10-17,IT/Software Development
Pure Group ,Senior Odoo Developer,2023-10-17,IT/Software Development
EELU,Communications Engineer,2023-10-17,IT/Software Development
EELU,Communications Engineer,2023-10-17,Engineering - Telecom/Technology
IBM WTC Egypt,Data Engineer-Data Integration,2023-10-17,IT/Software Development
IBM WTC Egypt,Data Engineer-Data Integration,2023-10-17,Analyst/Research
IBM WTC Egypt,Data Engineer-Data Integration,2023-10-17,Engineering - Telecom/Technology
Antal International - Egypt,GTM SAP DSD Sub-Lead,2023-10-17,Accounting/Finance
